Område- och stationsnummer;Stationens namn;Datum för mätning;Grundvattennivå (cm u. röröverkant);Grundvattennivå (m ö.h.);Grundvattennivå (m under markyta);Startdatum för mätning;Slutdatum för mätning;Jordart;Akvifertyp;Topografiskt läge;Referensnivå för röröverkant (m ö.h.);Rörhöjd ovan mark (m);Total rörlängd (m);Metod för mätning;Kommunkod;EUCD för grundvattenförekomst;N;E;Nivåmätningskvalitet
52_2;Kungsbacka_2;2017-07-21 08:00:00;255.00;51.58;1.40;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-21 12:00:00;254.40;51.59;1.39;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-21 16:00:00;254.80;51.58;1.40;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-21 20:00:00;255.10;51.58;1.40;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-22 00:00:01;254.60;51.58;1.40;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-22 04:00:00;254.30;51.59;1.39;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-22 08:00:00;256.00;51.57;1.41;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-22 12:00:00;258.00;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-22 16:00:00;258.30;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-22 20:00:00;257.50;51.56;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-23 00:00:01;256.60;51.56;1.42;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-23 04:00:00;256.10;51.57;1.41;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-23 08:00:00;258.20;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-23 12:00:00;259.40;51.54;1.44;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-23 16:00:00;258.90;51.54;1.44;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-23 20:00:00;258.20;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-24 00:00:01;257.60;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-24 04:00:00;257.00;51.56;1.42;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-24 08:00:00;258.20;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-24 12:00:00;260.20;51.53;1.45;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-24 16:00:00;258.60;51.54;1.44;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-24 20:00:00;257.00;51.56;1.42;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-25 00:00:01;256.30;51.57;1.41;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-25 03:58:29;255.90;51.57;1.41;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-25 08:00:00;256.50;51.57;1.42;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-25 12:00:00;259.30;51.54;1.44;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-25 16:00:00;259.90;51.53;1.45;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-25 20:00:00;259.10;51.54;1.44;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-26 00:00:01;258.40;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-26 04:00:00;257.90;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-26 08:00:00;259.30;51.54;1.44;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-26 12:00:00;261.40;51.52;1.46;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-26 16:00:00;261.80;51.51;1.47;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-26 20:00:00;260.70;51.52;1.46;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-27 00:00:01;259.80;51.53;1.45;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-27 04:00:00;259.20;51.54;1.44;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-27 08:00:00;260.50;51.53;1.46;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-27 12:00:00;262.00;51.51;1.47;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-27 16:00:00;262.00;51.51;1.47;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-27 20:00:00;260.80;51.52;1.46;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-28 00:00:01;260.20;51.53;1.45;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-28 04:00:00;259.80;51.53;1.45;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-28 08:00:00;260.10;51.53;1.45;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-28 12:00:00;262.60;51.50;1.48;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-28 16:00:00;263.40;51.50;1.48;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-28 20:00:00;262.50;51.51;1.48;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-29 00:00:01;261.80;51.51;1.47;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-29 04:00:00;261.50;51.52;1.47;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-29 08:00:00;262.30;51.51;1.47;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-29 12:00:00;259.20;51.54;1.44;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-29 16:00:00;257.90;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-29 20:00:00;257.30;51.56;1.42;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-30 00:00:01;256.90;51.56;1.42;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-30 04:00:00;256.40;51.57;1.41;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-30 08:00:00;256.80;51.56;1.42;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-30 12:00:00;257.90;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-30 16:00:00;256.20;51.57;1.41;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-30 20:00:00;255.70;51.57;1.41;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-31 00:00:01;255.50;51.58;1.41;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-31 04:00:00;255.20;51.58;1.40;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-31 08:00:00;255.90;51.57;1.41;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-31 12:00:00;257.60;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-31 16:00:00;258.40;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-07-31 20:00:00;257.80;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-01 00:00:01;257.20;51.56;1.42;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-01 04:00:00;256.80;51.56;1.42;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-01 08:00:00;257.60;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-01 12:00:00;259.90;51.53;1.45;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-01 16:00:00;261.00;51.52;1.46;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-01 20:00:00;260.20;51.53;1.45;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-02 00:00:01;259.40;51.54;1.44;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-02 04:00:00;258.00;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-02 08:00:00;257.60;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-02 12:00:00;259.50;51.54;1.45;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-02 16:00:00;260.50;51.53;1.46;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-02 20:00:00;259.80;51.53;1.45;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-03 00:00:01;258.90;51.54;1.44;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-03 04:00:00;258.40;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-03 08:00:00;258.20;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-03 12:00:00;258.00;51.55;1.43;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-03 16:00:00;254.40;51.59;1.39;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-03 20:00:00;253.40;51.60;1.38;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-04 00:00:01;252.60;51.60;1.38;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-04 04:00:00;252.00;51.61;1.37;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-04 08:00:00;251.90;51.61;1.37;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-04 12:00:00;252.20;51.61;1.37;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-04 16:00:00;251.30;51.62;1.36;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-04 20:00:00;250.40;51.63;1.35;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-05 00:00:01;249.80;51.63;1.35;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-05 04:00:00;249.30;51.64;1.34;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-05 08:00:00;249.70;51.63;1.35;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-05 12:00:00;250.70;51.62;1.36;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-05 16:00:00;251.00;51.62;1.36;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-05 20:00:00;250.40;51.63;1.35;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-06 00:00:01;249.70;51.63;1.35;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-06 04:00:00;249.50;51.64;1.35;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-06 08:00:00;250.00;51.63;1.35;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-06 12:00:00;251.40;51.62;1.36;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-06 16:00:00;252.40;51.61;1.37;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-06 20:00:00;252.00;51.61;1.37;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-07 00:00:01;251.60;51.61;1.37;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2017-08-07 04:00:00;251.30;51.62;1.36;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
